visitor_id,traffic_source,device,visit,product_view,add_to_cart,purchase,order_value
100078,Organic Search,Mobile,1,1,0,0,
100079,Email,Desktop,1,0,0,0,
100080,Paid Social,Mobile,1,0,0,0,
100081,Organic Search,Mobile,1,1,1,0,
100082,Direct,Desktop,1,1,1,1,58.84
100083,Email,Desktop,1,1,0,0,
100084,Direct,Mobile,1,1,0,0,
100085,Organic Search,Mobile,1,0,0,0,
100086,Organic Search,Mobile,1,1,1,0,
100087,Email,Mobile,1,1,0,0,
100088,Paid Social,Mobile,1,1,0,0,
100089,Email,Desktop,1,1,1,0,
100090,Paid Social,Desktop,1,0,0,0,
100091,Organic Search,Mobile,1,1,1,0,
100092,Referral,Mobile,1,1,0,0,
100093,Paid Social,Mobile,1,0,0,0,
100094,Paid Social,Tablet,1,0,0,0,
100095,Organic Search,Mobile,1,1,1,1,20.35
100096,Email,Mobile,1,1,0,0,
100097,Organic Search,Desktop,1,1,1,0,
100098,Email,Desktop,1,0,0,0,
100099,Direct,Mobile,1,1,0,0,
100100,Direct,Tablet,1,1,1,0,
100101,Paid Social,Tablet,1,0,0,0,
100102,Paid Social,Desktop,1,0,0,0,
100103,Organic Search,Desktop,1,1,0,0,
100104,Paid Social,Desktop,1,1,1,0,
100105,Organic Search,Mobile,1,0,0,0,
100106,Referral,Mobile,1,1,0,0,
100107,Organic Search,Mobile,1,1,0,0,
100108,Direct,Desktop,1,1,0,0,
100109,Organic Search,Mobile,1,1,0,0,
100110,Paid Social,Mobile,1,1,0,0,
100111,Email,Mobile,1,1,0,0,
100112,Organic Search,Desktop,1,1,1,1,93.21
100113,Referral,Tablet,1,0,0,0,
100114,Paid Social,Mobile,1,0,0,0,
100115,Paid Social,Mobile,1,0,0,0,
100116,Organic Search,Mobile,1,1,0,0,
100117,Organic Search,Mobile,1,1,0,0,
100118,Direct,Desktop,1,0,0,0,
100119,Paid Social,Mobile,1,0,0,0,
100120,Organic Search,Tablet,1,1,0,0,
100121,Organic Search,Desktop,1,1,0,0,
100122,Organic Search,Mobile,1,0,0,0,
100123,Paid Social,Desktop,1,0,0,0,
100124,Paid Social,Desktop,1,0,0,0,
100125,Referral,Mobile,1,1,0,0,
100126,Direct,Mobile,1,0,0,0,
100127,Organic Search,Mobile,1,1,1,0,
100128,Organic Search,Tablet,1,0,0,0,
100129,Email,Mobile,1,1,0,0,
100130,Email,Mobile,1,0,0,0,
100131,Direct,Tablet,1,0,0,0,
100132,Email,Mobile,1,0,0,0,
100133,Direct,Mobile,1,1,1,0,
100134,Referral,Mobile,1,1,0,0,
100135,Referral,Desktop,1,0,0,0,
100136,Paid Social,Mobile,1,1,1,0,
100137,Direct,Tablet,1,0,0,0,
100138,Paid Social,Desktop,1,0,0,0,
100139,Direct,Mobile,1,1,1,0,
100140,Email,Mobile,1,0,0,0,
100141,Email,Mobile,1,1,0,0,
100142,Paid Social,Desktop,1,0,0,0,
100143,Direct,Mobile,1,1,0,0,
100144,Paid Social,Mobile,1,1,0,0,
100145,Email,Desktop,1,1,1,1,37.99
100146,Paid Social,Desktop,1,1,0,0,
100147,Referral,Mobile,1,1,0,0,
100148,Paid Social,Desktop,1,0,0,0,
100149,Referral,Mobile,1,0,0,0,
100150,Paid Social,Mobile,1,0,0,0,
100151,Referral,Mobile,1,1,0,0,
100152,Organic Search,Mobile,1,1,1,1,60.44
100153,Organic Search,Mobile,1,0,0,0,
100154,Paid Social,Desktop,1,1,1,1,29.46
100155,Organic Search,Mobile,1,1,1,1,22.45
100156,Paid Social,Mobile,1,0,0,0,
100157,Organic Search,Desktop,1,1,1,0,
100158,Referral,Mobile,1,1,0,0,
100159,Direct,Mobile,1,1,1,0,
100160,Email,Mobile,1,1,0,0,
100161,Organic Search,Mobile,1,0,0,0,
100162,Direct,Mobile,1,1,1,0,
100163,Paid Social,Mobile,1,1,1,1,44.46
100164,Paid Social,Mobile,1,1,1,0,
100165,Paid Social,Desktop,1,0,0,0,
100166,Paid Social,Mobile,1,0,0,0,
100167,Paid Social,Desktop,1,1,1,0,
100168,Paid Social,Desktop,1,0,0,0,
100169,Paid Social,Tablet,1,0,0,0,
100170,Organic Search,Mobile,1,1,1,1,35.67
100171,Organic Search,Desktop,1,1,0,0,
100172,Paid Social,Tablet,1,1,0,0,
100173,Referral,Desktop,1,0,0,0,
100174,Organic Search,Mobile,1,1,0,0,
100175,Paid Social,Mobile,1,1,0,0,
100176,Organic Search,Mobile,1,1,0,0,
100177,Organic Search,Mobile,1,1,1,0,
100178,Organic Search,Mobile,1,1,1,0,
100179,Organic Search,Mobile,1,0,0,0,
100180,Paid Social,Desktop,1,1,0,0,
100181,Direct,Desktop,1,1,0,0,
100182,Paid Social,Tablet,1,0,0,0,
100183,Referral,Mobile,1,0,0,0,
100184,Referral,Mobile,1,1,0,0,
100185,Paid Social,Desktop,1,1,0,0,
100186,Organic Search,Mobile,1,1,0,0,
100187,Email,Mobile,1,1,0,0,
100188,Paid Social,Desktop,1,0,0,0,
100189,Paid Social,Mobile,1,1,0,0,
100190,Paid Social,Mobile,1,0,0,0,
100191,Paid Social,Mobile,1,0,0,0,
100192,Email,Mobile,1,0,0,0,
100193,Email,Mobile,1,1,0,0,
100194,Email,Mobile,1,0,0,0,
100195,Direct,Mobile,1,1,1,0,
100196,Organic Search,Mobile,1,0,0,0,
100197,Direct,Mobile,1,0,0,0,
100198,Organic Search,Desktop,1,1,0,0,
100199,Direct,Mobile,1,1,0,0,
100200,Direct,Desktop,1,0,0,0,
100201,Paid Social,Mobile,1,1,1,0,
100202,Paid Social,Mobile,1,0,0,0,
100203,Referral,Mobile,1,1,0,0,
100204,Email,Mobile,1,0,0,0,
100205,Referral,Mobile,1,0,0,0,
100206,Referral,Desktop,1,1,0,0,
100207,Email,Mobile,1,0,0,0,
100208,Referral,Tablet,1,1,1,0,
100209,Direct,Mobile,1,0,0,0,
100210,Direct,Mobile,1,1,0,0,
100211,Organic Search,Mobile,1,0,0,0,
100212,Organic Search,Mobile,1,1,0,0,
100213,Referral,Mobile,1,1,0,0,
100214,Paid Social,Mobile,1,0,0,0,
100215,Organic Search,Mobile,1,1,0,0,
100216,Referral,Mobile,1,1,0,0,
100217,Organic Search,Desktop,1,1,0,0,
100218,Organic Search,Mobile,1,1,0,0,
100219,Paid Social,Desktop,1,1,0,0,
100220,Organic Search,Desktop,1,1,1,1,30.72
100221,Paid Social,Mobile,1,1,0,0,
100222,Paid Social,Mobile,1,0,0,0,
100223,Paid Social,Mobile,1,1,1,0,
100224,Referral,Mobile,1,1,0,0,
100225,Paid Social,Mobile,1,1,0,0,
100226,Email,Mobile,1,1,1,0,
100227,Organic Search,Mobile,1,0,0,0,
100228,Organic Search,Desktop,1,1,1,1,73.04
100229,Direct,Mobile,1,0,0,0,
100230,Organic Search,Mobile,1,0,0,0,
100231,Organic Search,Mobile,1,1,1,1,63.08
100232,Paid Social,Mobile,1,0,0,0,
100233,Direct,Mobile,1,1,1,0,
100234,Organic Search,Desktop,1,1,0,0,
100235,Paid Social,Mobile,1,0,0,0,
100236,Direct,Mobile,1,0,0,0,
100237,Paid Social,Desktop,1,0,0,0,
100238,Paid Social,Mobile,1,1,0,0,
100239,Email,Mobile,1,1,0,0,
100240,Referral,Mobile,1,1,1,1,20.16
100241,Paid Social,Desktop,1,0,0,0,
100242,Organic Search,Mobile,1,1,0,0,
100243,Direct,Desktop,1,1,0,0,
100244,Organic Search,Desktop,1,1,0,0,
100245,Paid Social,Mobile,1,1,0,0,
100246,Organic Search,Desktop,1,1,0,0,
100247,Organic Search,Mobile,1,0,0,0,
100248,Organic Search,Mobile,1,1,0,0,
100249,Referral,Desktop,1,1,1,1,66.92
100250,Paid Social,Mobile,1,0,0,0,
100251,Paid Social,Mobile,1,0,0,0,
100252,Organic Search,Mobile,1,0,0,0,
100253,Paid Social,Desktop,1,0,0,0,
100254,Organic Search,Desktop,1,0,0,0,
100255,Email,Mobile,1,1,1,1,47.42
100256,Organic Search,Mobile,1,0,0,0,
100257,Direct,Desktop,1,0,0,0,
100258,Email,Desktop,1,1,0,0,
100259,Organic Search,Tablet,1,0,0,0,
100260,Organic Search,Desktop,1,0,0,0,
100261,Organic Search,Mobile,1,0,0,0,
100262,Organic Search,Desktop,1,1,0,0,
100263,Referral,Tablet,1,1,0,0,
100264,Direct,Mobile,1,0,0,0,
100265,Organic Search,Desktop,1,1,1,1,69.5
100266,Email,Mobile,1,0,0,0,
100267,Organic Search,Mobile,1,1,0,0,
100268,Organic Search,Desktop,1,0,0,0,
100269,Email,Mobile,1,1,0,0,
100270,Organic Search,Desktop,1,1,0,0,
100271,Direct,Tablet,1,1,0,0,
100272,Paid Social,Mobile,1,0,0,0,
100273,Direct,Tablet,1,0,0,0,
100274,Paid Social,Mobile,1,0,0,0,
100275,Organic Search,Mobile,1,1,1,0,
100276,Organic Search,Mobile,1,1,0,0,
100277,Paid Social,Mobile,1,0,0,0,
100278,Organic Search,Tablet,1,0,0,0,
100279,Organic Search,Mobile,1,0,0,0,
100280,Referral,Mobile,1,1,1,0,
100281,Organic Search,Tablet,1,1,0,0,
100282,Paid Social,Mobile,1,1,1,0,
100283,Direct,Mobile,1,1,0,0,
100284,Direct,Tablet,1,0,0,0,
100285,Organic Search,Mobile,1,0,0,0,
100286,Email,Mobile,1,0,0,0,
100287,Organic Search,Mobile,1,1,0,0,
100288,Paid Social,Mobile,1,0,0,0,
100289,Organic Search,Mobile,1,0,0,0,
100290,Referral,Desktop,1,0,0,0,
100291,Email,Mobile,1,1,1,0,
100292,Organic Search,Desktop,1,1,1,1,37.16
100293,Direct,Mobile,1,1,0,0,
100294,Direct,Mobile,1,0,0,0,
100295,Paid Social,Mobile,1,0,0,0,
100296,Direct,Desktop,1,0,0,0,
100297,Direct,Desktop,1,0,0,0,
100298,Email,Desktop,1,1,0,0,
100299,Organic Search,Desktop,1,0,0,0,
100300,Organic Search,Desktop,1,1,1,0,
100301,Organic Search,Desktop,1,0,0,0,
100302,Paid Social,Mobile,1,1,0,0,
100303,Referral,Desktop,1,1,0,0,
100304,Paid Social,Desktop,1,1,0,0,
100305,Paid Social,Tablet,1,1,0,0,
100306,Referral,Mobile,1,0,0,0,
100307,Email,Mobile,1,1,0,0,
100308,Organic Search,Desktop,1,1,0,0,
100309,Organic Search,Desktop,1,0,0,0,
100310,Referral,Desktop,1,1,0,0,
100311,Organic Search,Mobile,1,1,0,0,
100312,Direct,Desktop,1,1,1,0,
100313,Paid Social,Mobile,1,1,0,0,
100314,Email,Mobile,1,1,0,0,
100315,Email,Mobile,1,0,0,0,
100316,Organic Search,Mobile,1,0,0,0,
100317,Paid Social,Desktop,1,1,1,0,
100318,Paid Social,Desktop,1,1,1,1,55.87
100319,Email,Mobile,1,0,0,0,
100320,Paid Social,Tablet,1,1,0,0,
100321,Direct,Desktop,1,0,0,0,
100322,Direct,Desktop,1,1,1,0,
100323,Email,Desktop,1,1,1,1,34.06
100324,Organic Search,Mobile,1,1,0,0,
100325,Organic Search,Desktop,1,1,0,0,
100326,Organic Search,Mobile,1,1,0,0,
100327,Email,Mobile,1,0,0,0,
100328,Direct,Desktop,1,1,0,0,
100329,Organic Search,Mobile,1,0,0,0,
100330,Organic Search,Mobile,1,1,0,0,
100331,Paid Social,Mobile,1,1,0,0,
100332,Organic Search,Mobile,1,1,1,0,
100333,Organic Search,Mobile,1,1,0,0,
100334,Organic Search,Mobile,1,1,0,0,
100335,Email,Mobile,1,0,0,0,
100336,Organic Search,Mobile,1,1,0,0,
100337,Email,Desktop,1,1,0,0,
100338,Organic Search,Desktop,1,1,0,0,
100339,Paid Social,Desktop,1,0,0,0,
100340,Direct,Mobile,1,1,1,1,133.02
100341,Direct,Mobile,1,0,0,0,
100342,Paid Social,Mobile,1,0,0,0,
100343,Email,Mobile,1,1,0,0,
100344,Organic Search,Tablet,1,0,0,0,
100345,Email,Mobile,1,0,0,0,
100346,Organic Search,Mobile,1,1,0,0,
100347,Direct,Desktop,1,0,0,0,
100348,Paid Social,Mobile,1,1,0,0,
100349,Organic Search,Desktop,1,1,0,0,
100350,Direct,Mobile,1,0,0,0,
100351,Referral,Mobile,1,1,0,0,
100352,Referral,Mobile,1,1,0,0,
100353,Direct,Mobile,1,0,0,0,
100354,Referral,Mobile,1,1,0,0,
100355,Organic Search,Desktop,1,1,1,0,
100356,Paid Social,Mobile,1,1,0,0,
100357,Organic Search,Mobile,1,0,0,0,
100358,Organic Search,Desktop,1,1,0,0,
100359,Organic Search,Tablet,1,1,1,1,51.53
100360,Paid Social,Desktop,1,1,1,0,
100361,Email,Mobile,1,1,1,0,
100362,Email,Mobile,1,0,0,0,
100363,Direct,Desktop,1,0,0,0,
100364,Organic Search,Mobile,1,1,1,0,
100365,Referral,Mobile,1,1,0,0,
100366,Referral,Mobile,1,1,1,1,24.39
100367,Referral,Tablet,1,1,0,0,
100368,Email,Desktop,1,1,0,0,
100369,Paid Social,Desktop,1,1,1,0,
100370,Email,Mobile,1,0,0,0,
100371,Referral,Mobile,1,0,0,0,
100372,Paid Social,Desktop,1,1,0,0,
100373,Direct,Tablet,1,0,0,0,
100374,Paid Social,Desktop,1,0,0,0,
100375,Paid Social,Mobile,1,0,0,0,
100376,Email,Desktop,1,1,0,0,
100377,Paid Social,Desktop,1,1,0,0,
100378,Referral,Mobile,1,0,0,0,
100379,Paid Social,Desktop,1,0,0,0,
100380,Paid Social,Desktop,1,0,0,0,
100381,Paid Social,Mobile,1,0,0,0,
100382,Direct,Desktop,1,0,0,0,
100383,Paid Social,Desktop,1,1,0,0,
100384,Organic Search,Mobile,1,1,0,0,
100385,Email,Mobile,1,1,1,0,
100386,Organic Search,Mobile,1,1,0,0,
100387,Email,Mobile,1,1,0,0,
100388,Paid Social,Mobile,1,1,1,0,
100389,Paid Social,Desktop,1,0,0,0,
100390,Email,Desktop,1,0,0,0,
100391,Email,Tablet,1,1,1,1,74.99
100392,Organic Search,Tablet,1,1,0,0,
100393,Paid Social,Mobile,1,0,0,0,
100394,Organic Search,Mobile,1,1,0,0,
100395,Paid Social,Mobile,1,0,0,0,
100396,Email,Mobile,1,1,1,1,57.67
100397,Email,Mobile,1,1,0,0,
100398,Organic Search,Mobile,1,1,0,0,
100399,Paid Social,Desktop,1,0,0,0,
100400,Organic Search,Desktop,1,0,0,0,
100401,Email,Desktop,1,0,0,0,
100402,Organic Search,Mobile,1,1,0,0,
100403,Direct,Desktop,1,1,1,0,
100404,Organic Search,Desktop,1,1,0,0,
100405,Organic Search,Desktop,1,1,0,0,
100406,Organic Search,Desktop,1,0,0,0,
100407,Organic Search,Mobile,1,1,0,0,
100408,Email,Mobile,1,1,1,0,
100409,Paid Social,Tablet,1,1,0,0,
100410,Paid Social,Mobile,1,0,0,0,
100411,Email,Tablet,1,1,1,0,
100412,Paid Social,Mobile,1,1,1,0,
100413,Organic Search,Mobile,1,1,1,1,32.54
100414,Direct,Mobile,1,1,0,0,
100415,Email,Mobile,1,1,1,0,
100416,Referral,Desktop,1,1,0,0,
100417,Paid Social,Mobile,1,0,0,0,
100418,Referral,Mobile,1,0,0,0,
100419,Organic Search,Mobile,1,1,0,0,
100420,Direct,Mobile,1,0,0,0,
100421,Direct,Tablet,1,1,0,0,
100422,Organic Search,Tablet,1,0,0,0,
100423,Paid Social,Desktop,1,0,0,0,
100424,Email,Mobile,1,0,0,0,
100425,Organic Search,Desktop,1,0,0,0,
100426,Email,Mobile,1,1,1,0,
100427,Organic Search,Tablet,1,1,1,0,
100428,Paid Social,Desktop,1,0,0,0,
100429,Referral,Mobile,1,0,0,0,
100430,Direct,Mobile,1,0,0,0,
100431,Organic Search,Desktop,1,1,0,0,
100432,Direct,Desktop,1,0,0,0,
100433,Organic Search,Mobile,1,1,1,0,
100434,Paid Social,Tablet,1,0,0,0,
100435,Direct,Mobile,1,0,0,0,
100436,Referral,Mobile,1,1,0,0,
100437,Organic Search,Mobile,1,1,1,0,
100438,Organic Search,Mobile,1,1,0,0,
100439,Paid Social,Tablet,1,1,1,0,
100440,Paid Social,Mobile,1,0,0,0,
100441,Organic Search,Desktop,1,1,1,1,50.32
100442,Direct,Mobile,1,1,0,0,
100443,Organic Search,Desktop,1,0,0,0,
100444,Organic Search,Mobile,1,1,1,1,39.91
100445,Paid Social,Tablet,1,0,0,0,
100446,Email,Mobile,1,0,0,0,
100447,Paid Social,Mobile,1,1,0,0,
100448,Paid Social,Mobile,1,1,0,0,
100449,Direct,Desktop,1,0,0,0,
100450,Organic Search,Mobile,1,1,1,0,
100451,Direct,Mobile,1,1,1,1,54.26
100452,Organic Search,Tablet,1,0,0,0,
100453,Referral,Mobile,1,1,0,0,
100454,Paid Social,Desktop,1,1,0,0,
100455,Organic Search,Mobile,1,0,0,0,
100456,Paid Social,Mobile,1,1,0,0,
100457,Direct,Desktop,1,0,0,0,
100458,Direct,Mobile,1,0,0,0,
100459,Paid Social,Mobile,1,0,0,0,
100460,Organic Search,Desktop,1,1,0,0,
100461,Email,Desktop,1,0,0,0,
100462,Email,Mobile,1,1,1,0,
100463,Paid Social,Desktop,1,1,1,0,
100464,Organic Search,Mobile,1,1,0,0,
100465,Direct,Mobile,1,1,1,0,
100466,Email,Mobile,1,1,1,0,
100467,Direct,Mobile,1,1,1,0,
100468,Organic Search,Desktop,1,1,0,0,
100469,Organic Search,Mobile,1,1,0,0,
100470,Email,Mobile,1,1,0,0,
100471,Direct,Mobile,1,0,0,0,
100472,Email,Desktop,1,0,0,0,
100473,Direct,Desktop,1,1,1,0,
100474,Organic Search,Mobile,1,1,0,0,
100475,Email,Tablet,1,1,1,1,58.5
100476,Organic Search,Desktop,1,0,0,0,
100477,Direct,Desktop,1,1,0,0,
100478,Paid Social,Desktop,1,0,0,0,
100479,Direct,Desktop,1,1,0,0,
100480,Referral,Tablet,1,1,1,1,77.37
100481,Direct,Desktop,1,1,0,0,
100482,Direct,Desktop,1,1,0,0,
100483,Paid Social,Mobile,1,0,0,0,
100484,Email,Desktop,1,0,0,0,
100485,Direct,Mobile,1,1,1,0,
100486,Direct,Tablet,1,1,0,0,
100487,Direct,Mobile,1,1,0,0,
100488,Email,Mobile,1,1,0,0,
100489,Paid Social,Mobile,1,0,0,0,
100490,Organic Search,Desktop,1,1,0,0,
100491,Paid Social,Mobile,1,1,1,0,
100492,Referral,Mobile,1,1,0,0,
100493,Direct,Desktop,1,1,0,0,
100494,Email,Mobile,1,1,1,0,
100495,Organic Search,Desktop,1,1,0,0,
100496,Organic Search,Mobile,1,1,0,0,
100497,Email,Desktop,1,0,0,0,
100498,Organic Search,Desktop,1,1,1,1,91.26
100499,Email,Desktop,1,1,1,1,34.57
100500,Paid Social,Mobile,1,1,1,0,
100501,Direct,Tablet,1,0,0,0,
100502,Email,Mobile,1,0,0,0,
100503,Direct,Mobile,1,1,0,0,
100504,Paid Social,Mobile,1,0,0,0,
100505,Organic Search,Mobile,1,1,1,1,36.96
100506,Paid Social,Mobile,1,0,0,0,
100507,Organic Search,Mobile,1,0,0,0,
100508,Direct,Mobile,1,0,0,0,
100509,Paid Social,Mobile,1,1,1,0,
100510,Paid Social,Mobile,1,0,0,0,
100511,Direct,Mobile,1,1,1,0,
100512,Email,Tablet,1,1,1,0,
100513,Organic Search,Mobile,1,0,0,0,
100514,Organic Search,Mobile,1,0,0,0,
100515,Paid Social,Desktop,1,1,0,0,
100516,Organic Search,Mobile,1,0,0,0,
100517,Organic Search,Mobile,1,1,1,0,
100518,Organic Search,Desktop,1,0,0,0,
100519,Paid Social,Tablet,1,1,0,0,
100520,Organic Search,Desktop,1,0,0,0,
100521,Organic Search,Desktop,1,1,0,0,
100522,Paid Social,Tablet,1,0,0,0,
100523,Paid Social,Mobile,1,1,1,0,
100524,Direct,Mobile,1,1,1,0,
100525,Direct,Mobile,1,0,0,0,
100526,Paid Social,Mobile,1,0,0,0,
100527,Paid Social,Mobile,1,0,0,0,
100528,Direct,Desktop,1,1,0,0,
100529,Email,Mobile,1,1,0,0,
100530,Direct,Mobile,1,1,0,0,
100531,Organic Search,Mobile,1,1,1,0,
100532,Paid Social,Mobile,1,0,0,0,
100533,Direct,Desktop,1,1,0,0,
100534,Referral,Desktop,1,1,1,0,
100535,Referral,Mobile,1,1,1,0,
100536,Direct,Mobile,1,0,0,0,
100537,Referral,Mobile,1,1,1,0,
100538,Paid Social,Desktop,1,0,0,0,
100539,Paid Social,Desktop,1,0,0,0,
100540,Organic Search,Desktop,1,0,0,0,
100541,Organic Search,Desktop,1,0,0,0,
100542,Organic Search,Tablet,1,1,1,1,75.51
100543,Direct,Desktop,1,1,0,0,
100544,Email,Mobile,1,0,0,0,
100545,Direct,Mobile,1,0,0,0,
100546,Paid Social,Tablet,1,0,0,0,
100547,Email,Mobile,1,0,0,0,
100548,Paid Social,Mobile,1,1,0,0,
100549,Paid Social,Desktop,1,0,0,0,
100550,Organic Search,Desktop,1,1,0,0,
100551,Direct,Mobile,1,0,0,0,
100552,Organic Search,Mobile,1,0,0,0,
100553,Paid Social,Mobile,1,0,0,0,
100554,Direct,Mobile,1,1,0,0,
100555,Direct,Mobile,1,1,1,0,
100556,Paid Social,Desktop,1,0,0,0,
100557,Email,Mobile,1,0,0,0,
100558,Paid Social,Tablet,1,0,0,0,
100559,Organic Search,Desktop,1,1,0,0,
100560,Organic Search,Mobile,1,0,0,0,
100561,Organic Search,Desktop,1,1,0,0,
100562,Email,Mobile,1,1,1,1,86.99
100563,Referral,Desktop,1,0,0,0,
100564,Direct,Desktop,1,1,0,0,
100565,Email,Mobile,1,1,1,0,
100566,Direct,Mobile,1,1,0,0,
100567,Organic Search,Mobile,1,1,0,0,
100568,Referral,Mobile,1,0,0,0,
100569,Organic Search,Desktop,1,0,0,0,
100570,Direct,Mobile,1,0,0,0,
100571,Direct,Mobile,1,0,0,0,
100572,Organic Search,Desktop,1,1,0,0,
100573,Paid Social,Mobile,1,1,1,0,
100574,Organic Search,Desktop,1,1,1,0,
100575,Organic Search,Desktop,1,0,0,0,
100576,Email,Desktop,1,0,0,0,
100577,Organic Search,Mobile,1,1,0,0,
100578,Organic Search,Desktop,1,0,0,0,
100579,Direct,Mobile,1,1,0,0,
100580,Paid Social,Mobile,1,1,0,0,
100581,Email,Desktop,1,0,0,0,
100582,Paid Social,Mobile,1,1,1,0,
100583,Direct,Desktop,1,0,0,0,
100584,Paid Social,Desktop,1,0,0,0,
100585,Paid Social,Desktop,1,1,0,0,
100586,Organic Search,Mobile,1,1,0,0,
100587,Referral,Desktop,1,0,0,0,
100588,Paid Social,Desktop,1,1,1,0,
100589,Paid Social,Mobile,1,1,1,0,
100590,Paid Social,Mobile,1,1,0,0,
100591,Organic Search,Mobile,1,1,1,1,23.95
100592,Organic Search,Mobile,1,1,1,0,
100593,Paid Social,Mobile,1,1,0,0,
100594,Paid Social,Mobile,1,0,0,0,
100595,Organic Search,Mobile,1,1,0,0,
100596,Paid Social,Desktop,1,0,0,0,
100597,Organic Search,Mobile,1,1,0,0,
100598,Paid Social,Desktop,1,0,0,0,
100599,Email,Mobile,1,0,0,0,
100600,Referral,Desktop,1,1,0,0,
100601,Organic Search,Mobile,1,1,0,0,
100602,Email,Mobile,1,1,1,0,
100603,Organic Search,Mobile,1,0,0,0,
100604,Organic Search,Mobile,1,1,0,0,
100605,Email,Desktop,1,1,0,0,
100606,Organic Search,Desktop,1,0,0,0,
100607,Email,Desktop,1,0,0,0,
100608,Organic Search,Desktop,1,1,0,0,
100609,Organic Search,Mobile,1,1,1,0,
100610,Paid Social,Mobile,1,1,0,0,
100611,Paid Social,Desktop,1,0,0,0,
100612,Direct,Desktop,1,1,0,0,
100613,Organic Search,Mobile,1,0,0,0,
100614,Paid Social,Desktop,1,0,0,0,
100615,Direct,Desktop,1,1,1,0,
100616,Paid Social,Desktop,1,0,0,0,
100617,Email,Mobile,1,1,1,1,41.7
100618,Organic Search,Mobile,1,1,0,0,
100619,Paid Social,Mobile,1,1,1,0,
100620,Email,Mobile,1,1,0,0,
100621,Paid Social,Desktop,1,1,0,0,
100622,Organic Search,Mobile,1,0,0,0,
100623,Paid Social,Mobile,1,1,0,0,
100624,Organic Search,Mobile,1,0,0,0,
100625,Paid Social,Mobile,1,0,0,0,
100626,Organic Search,Tablet,1,1,0,0,
100627,Email,Desktop,1,0,0,0,
